full_text,case_folding CPMK2,preprocessing CPMK3,label
yakinkan aku business school bisa switch ke school of accounting fyi kampusku emang misahin manajemen sama akuntansi karena emang konsentrasinya beda after aku liat tapi aku ga mau minder si aku harus switch pak Purbaya aja dari engineering bisa masa jebolan BS ga bisa,yakinkan aku business school bisa switch ke school of accounting fyi kampusku emang misahin manajemen sama akuntansi karena emang konsentrasinya beda after aku liat tapi aku ga mau minder si aku harus switch pak purbaya aja dari engineering bisa masa jebolan bs ga bisa,yakin business school switch school of accounting fyi kampus emang misahin manajemen akuntansi emang konsentrasi beda after liat minder si switch aja engineering jebol bs,positive
@abu_waras Setiap era punya tantangan ekonomi masing-masing jadi gak bisa langsung dibandingin. Sekarang Pak Purbaya lebih pilih fokus ke penguatan ekonomi biar pajak naik alami ini langkah yang lebih sehat buat jangka panjang,@abu_waras setiap era punya tantangan ekonomi masing-masing jadi gak bisa langsung dibandingin. sekarang pak purbaya lebih pilih fokus ke penguatan ekonomi biar pajak naik alami ini langkah yang lebih sehat buat jangka panjang,era tantang ekonomi langsung dibandingin pilih fokus kuat ekonomi pajak alami langkah sehat jangka,negative
@abu_waras Resiko yg di lakukan purbaya juga sangat tinggi. Bila gagal meningkatkan pertumbuhan gagal meningkatkan daya beli resiko rezim ini di bantai n di gantung. Hutang numpuk. SDA di kuasai asing. Ketahanan pangan di kuasai oligarki. Rakyat tinggal bawa parang bantai semua,@abu_waras resiko yg di lakukan purbaya juga sangat tinggi. bila gagal meningkatkan pertumbuhan gagal meningkatkan daya beli resiko rezim ini di bantai n di gantung. hutang numpuk. sda di kuasai asing. ketahanan pangan di kuasai oligarki. rakyat tinggal bawa parang bantai semua,resiko laku gagal tingkat tumbuh gagal tingkat daya beli resiko rezim bantai n gantung hutang numpuk sda kuasa asing tahan pangan kuasa oligarki rakyat tinggal bawa parang bantai,negative
Selain gaya bicaranya yang jadi sorotan harta kekayaan Purbaya juga tidak lepas dari perhatian warganet. Bayangkan saja ia tercatat punya harta fantastis Rp39 21 miliar di LHKPN tanpa utang sepeser pun! Selengkapnya di https://t.co/i1njX6FAHc https://t.co/N87LlC6fOw,selain gaya bicaranya yang jadi sorotan harta kekayaan purbaya juga tidak lepas dari perhatian warganet. bayangkan saja ia tercatat punya harta fantastis rp39 21 miliar di lhkpn tanpa utang sepeser pun! selengkapnya di https://t.co/i1njx6fahc https://t.co/n87llc6fow,gaya bicara sorot harta kaya lepas perhati warganet bayang catat harta fantastis rupiah miliar lhkpn utang peser lengkap,negative
Cut rate BI dan the fed hingga purbaya efeck tidak mampu membuat saham bank ngaceng ,cut rate bi dan the fed hingga purbaya efeck tidak mampu membuat saham bank ngaceng ,cut rate bi the fed efeck saham bank ngaceng,negative
Menteri Keuangan Purbaya Yudhi Sadewa menargetkan pertumbuhan ekonomi Indonesia pada kuartal IV-2025 mencapai lebih dari 5 5%. Optimisme tersebut didasarkan pada program pemerintah serta kebijakan fiskal dan moneter yang dinilai mampu memperkuat pasar dan menjaga daya dorong https://t.co/KNO2uj2jo0,menteri keuangan purbaya yudhi sadewa menargetkan pertumbuhan ekonomi indonesia pada kuartal iv-2025 mencapai lebih dari 5 5%. optimisme tersebut didasarkan pada program pemerintah serta kebijakan fiskal dan moneter yang dinilai mampu memperkuat pasar dan menjaga daya dorong https://t.co/kno2uj2jo0,menteri uang yudhi sadewa target tumbuh ekonomi indonesia kuartal iv capai optimisme dasar program perintah bijak fiskal moneter nilai kuat pasar jaga daya dorong,positive
@zy_zy_lestary Hati2 pak purbaya Rakyat bisa salah mengartikan Rumah bpk bisa kena imbasnya,@zy_zy_lestary hati2 pak purbaya rakyat bisa salah mengartikan rumah bpk bisa kena imbasnya,hati rakyat salah arti rumah bpk kena imbas,negative
@Franken_blues Ngapain pak purbaya k jokowi minta restu?,@franken_blues ngapain pak purbaya k jokowi minta restu?,ngapain k jokowi restu,negative
@zy_zy_lestary Purbaya tau mungkin. Jkw itu dpt karomah terbukti rakyat ulama pejabat baik dlm negeri maupun luar negeri semua berkunjung ke rumah jokowi sekedar berphoto.. Bloomberg new economic yg berkedudukan di new york amerikapun mengangkat sbg team penasehat. Jkw cuma modal sabar..,@zy_zy_lestary purbaya tau mungkin. jkw itu dpt karomah terbukti rakyat ulama pejabat baik dlm negeri maupun luar negeri semua berkunjung ke rumah jokowi sekedar berphoto.. bloomberg new economic yg berkedudukan di new york amerikapun mengangkat sbg team penasehat. jkw cuma modal sabar..,tau jkw dpt karomah bukti rakyat ulama jabat dlm negeri negeri kunjung rumah jokowi dar berphoto bloomberg new economic keduduk new york amerikapun angkat sbg team nasehat jkw modal sabar,negative
Menteri Keuangan Purbaya Yudhi Sadewa mengancam akan menarik dana Fasilitas Likuiditas Pembiayaan Perumahan (FLPP) jika target 350 ribu unit rumah subsidi tahun ini tidak tercapai dan akan mengalihkannya ke sektor lain yang lebih siap agar tidak ada anggaran menganggur.,menteri keuangan purbaya yudhi sadewa mengancam akan menarik dana fasilitas likuiditas pembiayaan perumahan (flpp) jika target 350 ribu unit rumah subsidi tahun ini tidak tercapai dan akan mengalihkannya ke sektor lain yang lebih siap agar tidak ada anggaran menganggur.,menteri uang yudhi sadewa ancam tarik dana fasilitas likuiditas biaya rumah flpp target ribu unit rumah subsidi capai alih sektor anggar anggur,positive
 Pengelolaan Anggaran - Sri Mulyani: Konservatif belanja lambat untuk menjaga defisit rendah. - Purbaya: Agresif mendorong belanja penuh untuk memutar roda ekonomi. Defisit dan Utang - Sri Mulyani: Defisit dianggap berisiko terhadap pasar dan nilai tukar. https://t.co/77nXqfwex7, pengelolaan anggaran - sri mulyani: konservatif belanja lambat untuk menjaga defisit rendah. - purbaya: agresif mendorong belanja penuh untuk memutar roda ekonomi. defisit dan utang - sri mulyani: defisit dianggap berisiko terhadap pasar dan nilai tukar. https://t.co/77nxqfwex7,kelola anggar sri mulyani konservatif belanja lambat jaga defisit rendah agresif dorong belanja penuh putar roda ekonomi defisit utang sri mulyani defisit anggap risiko pasar nilai tukar,negative
 Perbedaan Kebijakan Sri Mulyani vs Purbaya Yudhi Sadewa Perbedaan Filosofis - Sri Mulyani: Fokus pada stabilitas fiskal kredibilitas global dan efisiensi anggaran. - Purbaya: Pro-pertumbuhan intervensi negara dan dukungan kuat terhadap UMKM. https://t.co/jk4jS0eUg4 https://t.co/vgyTAoweOH, perbedaan kebijakan sri mulyani vs purbaya yudhi sadewa perbedaan filosofis - sri mulyani: fokus pada stabilitas fiskal kredibilitas global dan efisiensi anggaran. - purbaya: pro-pertumbuhan intervensi negara dan dukungan kuat terhadap umkm. https://t.co/jk4js0eug4 https://t.co/vgytaoweoh,beda bijak sri mulyani vs yudhi sadewa beda filosofis sri mulyani fokus stabilitas fiskal kredibilitas global efisiensi anggar pro tumbuh intervensi negara dukung kuat umkm,positive
BGN ini memang gak tau diri juga gak punya malu. Udah ngeracuni ribuan anak malah minta tambah anggaran. Masih belum cukupkah meracuni anak² negeri ini ? Respons Purbaya soal BGN Minta Tambah Anggaran MBG Rp28 T https://t.co/pTIEUgeHWN,bgn ini memang gak tau diri juga gak punya malu. udah ngeracuni ribuan anak malah minta tambah anggaran. masih belum cukupkah meracuni anak² negeri ini ? respons purbaya soal bgn minta tambah anggaran mbg rp28 t https://t.co/ptieugehwn,bgn tau malu ngeracuni ribu anak anggar racun anak negeri respons bgn anggar mbg rupiah triliun,negative
purbaya potensi jdi wapres prabowo nih klo benaran kerja ,purbaya potensi jdi wapres prabowo nih klo benaran kerja ,potensi jdi wapres prabowo benar kerja,positive
@tempodotco Ganti menteri BUMN yang minimal sekelas Purbaya pak,@tempodotco ganti menteri bumn yang minimal sekelas purbaya pak,ganti menteri bumn minimal kelas,positive
Sepertinya Pak Purbaya akan solo versus squad.,sepertinya pak purbaya akan solo versus squad.,solo versus squad,positive
@profesor_saham Buat yg ga tau wamenkeu itu ada 3 asalnya masing-masing beda kerjaanya nah kebetulan pa anggito itu Tugasnya di pajak dan bea cukai lord purbaya jadi ambil alih tugas itu semua pa thomas tetep kerjanya soal APBN satu lagi gatau lupa,@profesor_saham buat yg ga tau wamenkeu itu ada 3 asalnya masing-masing beda kerjaanya nah kebetulan pa anggito itu tugasnya di pajak dan bea cukai lord purbaya jadi ambil alih tugas itu semua pa thomas tetep kerjanya soal apbn satu lagi gatau lupa,tau wamenkeu asal beda kerjaanya pa anggito tugas pajak bea cukai lord ambil alih tugas pa thomas tetep kerja apbn gatau lupa,positive
Apa ga degdegan jd staff nya pak purbaya sm institusi dibawah kemenkeu doi sidak bank bni bjir apa ga deg2an,apa ga degdegan jd staff nya pak purbaya sm institusi dibawah kemenkeu doi sidak bank bni bjir apa ga deg2an,degdegan staff nya institusi bawah kemenkeu sidak bank bni bjir deg an,negative
@Northernseaaa73 Liat aja slepas ini akan ada fitnah yg berbagai macam yg dtjukan kpd Purbaya. Kmudian musuh yg tdak mnyukai Purbaya akn mnggunkan brbgai macam cara utuk menjatuhkannya... Bgitulah sterusnya ktika ada salah satu pejabat yg ingin lurus wkwkkw Konoha,@northernseaaa73 liat aja slepas ini akan ada fitnah yg berbagai macam yg dtjukan kpd purbaya. kmudian musuh yg tdak mnyukai purbaya akn mnggunkan brbgai macam cara utuk menjatuhkannya... bgitulah sterusnya ktika ada salah satu pejabat yg ingin lurus wkwkkw konoha,liat aja slepas fitnah dtjukan kpd kmudian musuh tdak mnyukai akn mnggunkan brbgai utuk jatuh bgitulah sterusnya ktika salah jabat lurus wkwkkw konoha,negative
halaah rumah subsidi pak jokowi bermasalah semuanya pak purbaya cek itu BSI kredit macetnya lebih dari 2 triliun dan lahan perumahaanya tidak memenuhi syarat perumahaan yang layak amdal gak ada kesehatan lingkungan gak ada lahanya bermasalah itu ,halaah rumah subsidi pak jokowi bermasalah semuanya pak purbaya cek itu bsi kredit macetnya lebih dari 2 triliun dan lahan perumahaanya tidak memenuhi syarat perumahaan yang layak amdal gak ada kesehatan lingkungan gak ada lahanya bermasalah itu ,halaah rumah subsidi jokowi masalah cek bsi kredit macet triliun lahan perumahaanya penuh syarat perumahaan layak amdal sehat lingkung lahanya masalah,negative
pak purbaya udah cek ini BSI apa belomm banyak nih kredit macetnya sampai 2 triliun pak prabowo cek juga itu lahan perumahanya jangan sampai mencaplok lahan pertanian ,pak purbaya udah cek ini bsi apa belomm banyak nih kredit macetnya sampai 2 triliun pak prabowo cek juga itu lahan perumahanya jangan sampai mencaplok lahan pertanian ,cek bsi belomm kredit macet triliun prabowo cek lahan perumahanya caplok lahan tani,negative
@abu_waras Setelah saya dengan diskusi Menkeu baru ini di DPR saya yakin bahwa yang menyelamatkan rupiah di era Jokowi ya orang ini....makanya dulu saya heran kok rupiah ga jatoh-jatoh...rupanya ketika kondisi genting purbaya diminta Luhut turun tangan....,@abu_waras setelah saya dengan diskusi menkeu baru ini di dpr saya yakin bahwa yang menyelamatkan rupiah di era jokowi ya orang ini....makanya dulu saya heran kok rupiah ga jatoh-jatoh...rupanya ketika kondisi genting purbaya diminta luhut turun tangan....,diskusi dpr selamat rupiah era jokowi orang heran rupiah jatoh jatoh kondisi genting luhut turun tangan,positive
Bener kan...1000 x 2m = 2T ini yang duluan dapet..politikus copet kata bung RG kebijakan purbaya di begal di tikungan..umkm tetep gigit jari..ekonomi tumbuh 6% cuma dinikmati segelintir orang..daya beli tetap g tumbuh. https://t.co/amzKljeWkn,bener kan...1000 x 2m = 2t ini yang duluan dapet..politikus copet kata bung rg kebijakan purbaya di begal di tikungan..umkm tetep gigit jari..ekonomi tumbuh 6% cuma dinikmati segelintir orang..daya beli tetap g tumbuh. https://t.co/amzkljewkn,x miliar triliun duluan dapet politikus copet rg bijak begal tikung umkm tetep gigit jari ekonomi tumbuh nikmat gelintir orang daya beli g tumbuh,negative
@zy_zy_lestary Sah sah saja to. Purbaya kan orang Jokowi.,@zy_zy_lestary sah sah saja to. purbaya kan orang jokowi.,sah sah to orang jokowi,negative
Purbaya Tiba-tiba Sidak Kantor BNI Ini Hasilnya! https://t.co/OTF7y20vf8,purbaya tiba-tiba sidak kantor bni ini hasilnya! https://t.co/otf7y20vf8,sidak kantor bni hasil,negative
@Franken_blues Bukannya purbaya ini diduga kader PDIP?,@franken_blues bukannya purbaya ini diduga kader pdip?,duga kader pdip,negative
Berikut adalah capture dari salary crediting (Gaji guru TPG sertifikasi) . katanya bagi penghasilan yg dibawah 10 juta mau dibebaskan dari pajak penghasilan. Koq masih tetap di potong ya gimana ini bapak menteri Purbaya ? https://t.co/NgiBmB4yXO,berikut adalah capture dari salary crediting (gaji guru tpg sertifikasi) . katanya bagi penghasilan yg dibawah 10 juta mau dibebaskan dari pajak penghasilan. koq masih tetap di potong ya gimana ini bapak menteri purbaya ? https://t.co/ngibmb4yxo,capture salary crediting gaji guru tpg sertifikasi hasil bawah juta bebas pajak hasil koq potong menteri,negative
@profesor_saham prof masa pas kunjungan berkedok sidak ke bbni tadi lord purbaya godain bu Xandra ckck,@profesor_saham prof masa pas kunjungan berkedok sidak ke bbni tadi lord purbaya godain bu xandra ckck,prof pas kunjung kedok sidak bbni lord godain bu xandra,negative
Menkeu Purbaya sowan ke mantan Presiden Jokowi sinyal bahwa ekonomi era Prabowo butuh legitimasi publik. Dukungan figur senior menciptakan stabilitas dan kepercayaan modal yg tak bisa diukur dengan grafik apapun https://t.co/liwkh43xB3,menkeu purbaya sowan ke mantan presiden jokowi sinyal bahwa ekonomi era prabowo butuh legitimasi publik. dukungan figur senior menciptakan stabilitas dan kepercayaan modal yg tak bisa diukur dengan grafik apapun https://t.co/liwkh43xb3,sowan bekas pacar presiden jokowi sinyal ekonomi era prabowo butuh legitimasi publik dukung figur senior cipta stabilitas percaya modal ukur grafik apa,negative
Menteri Keuangan Purbaya Yudhi Sadewa memastikan cukai rokok tidak naik 2026 dukung pemulihan industri rokok. https://t.co/TjZZR7rLWT,menteri keuangan purbaya yudhi sadewa memastikan cukai rokok tidak naik 2026 dukung pemulihan industri rokok. https://t.co/tjzzr7rlwt,menteri uang yudhi sadewa cukai rokok dukung pulih industri rokok,negative
Awas! Kebijakan Cukai Rokok Purbaya Bisa Berubah Jadi Jebakan Fiskal #MenkeuPurbaya #IndustriRokok https://t.co/wUndjVkTAt,awas! kebijakan cukai rokok purbaya bisa berubah jadi jebakan fiskal #menkeupurbaya #industrirokok https://t.co/wundjvktat,awas bijak cukai rokok ubah jebak fiskal menkeupurbaya industrirokok,negative
@ardi_tama1 Bisa dikurangi Dulu krn bowo g yakin dgn SM. Jurusnya paling2 naikin pajak realokasi anggaran klo kepepet baru utang Bowo bilang rasio hutang masih konservatif Akhirnya dia mau naikin ratio pajak. Jelas butuh lebih banyak orang Tpi klo jurus purbaya sukses g butuh banyak orang,@ardi_tama1 bisa dikurangi dulu krn bowo g yakin dgn sm. jurusnya paling2 naikin pajak realokasi anggaran klo kepepet baru utang bowo bilang rasio hutang masih konservatif akhirnya dia mau naikin ratio pajak. jelas butuh lebih banyak orang tpi klo jurus purbaya sukses g butuh banyak orang,rang bowo g jurus naikin pajak realokasi anggar pepet utang bowo bilang rasio hutang konservatif naikin ratio pajak butuh orang tpi jurus sukses g butuh orang,negative
@biantoro_robin @jackcfrost ANJINK TOLOL. Dia 17thn jadi Menteri Keuangan dan ga ada 1 pun EKONOM berani ANALISA sistem keuangannya krn dia pake TEORI MONETER REAL. Noh Purbaya baru naik2 lgsg dimaki-maki sama semua EKONOM dibilang Jangan sampe GAGAL . Krn dia pake MONETER HIGH RISK alias teori murahan.,@biantoro_robin @jackcfrost anjink tolol. dia 17thn jadi menteri keuangan dan ga ada 1 pun ekonom berani analisa sistem keuangannya krn dia pake teori moneter real. noh purbaya baru naik2 lgsg dimaki-maki sama semua ekonom dibilang jangan sampe gagal . krn dia pake moneter high risk alias teori murahan.,anjink tolol menteri uang ekonom berani analisa sistem uang pake teori moneter real noh lgsg maki maki ekonom bilang sampe gagal pake moneter high risk alias teori murah,negative
Purbaya: Dari Rp 71 T Anggaran MBG Baru Rp13 T yang terserap Rp 58 T Hilang dalam Birokrasi . . Mana yg lebih jahat‼️ Siapa yg penjahat ‼️ https://t.co/doLQyV11iK,purbaya: dari rp 71 t anggaran mbg baru rp13 t yang terserap rp 58 t hilang dalam birokrasi . . mana yg lebih jahat‼️ siapa yg penjahat ‼️ https://t.co/dolqyv11ik,rupiah triliun anggar mbg rupiah triliun serap rupiah triliun hilang birokrasi jahat double exclamation mark jahat double exclamation mark,negative
@sukamotipuyo &gt;Purbaya mau potong cukai rokok &gt;tren pamer rokok mulai viral something sounds suspicious https://t.co/Ku8l0dy5VY,@sukamotipuyo &gt;purbaya mau potong cukai rokok &gt;tren pamer rokok mulai viral something sounds suspicious https://t.co/ku8l0dy5vy,gt potong cukai rokok gt tren pamer rokok viral something sounds suspicious,negative
Pak Purbaya pasti masa mudanya jd fineshyt,pak purbaya pasti masa mudanya jd fineshyt,muda fineshyt,negative
@abu_waras Butuh waktu utk perbaiki perekonomian kita yg dirusak rejim bajingan tolol Mulyono. Tapi yg dibilang Purbaya logis kok. Dia munculnya telat aja,@abu_waras butuh waktu utk perbaiki perekonomian kita yg dirusak rejim bajingan tolol mulyono. tapi yg dibilang purbaya logis kok. dia munculnya telat aja,butuh baik ekonomi rusak rejim bajing tolol mulyono bilang logis muncul telat aja,negative
Menteri Keuangan Purbaya Yudhi Sadewa menempatkan Rp200 triliun dana pemerintah di 5 bank nasional. Harapannya langkah ini bisa menurunkan suku bunga kredit dan menggerakkan kembali roda ekonomi. Tapi sejumlah pihak menilai kebijakan ini belum tentu efektif. Lesunya penyaluran https://t.co/9NFoIYWp1N,menteri keuangan purbaya yudhi sadewa menempatkan rp200 triliun dana pemerintah di 5 bank nasional. harapannya langkah ini bisa menurunkan suku bunga kredit dan menggerakkan kembali roda ekonomi. tapi sejumlah pihak menilai kebijakan ini belum tentu efektif. lesunya penyaluran https://t.co/9nfoiywp1n,menteri uang yudhi sadewa tempat rupiah triliun dana perintah bank nasional harap langkah turun suku bunga kredit gerak roda ekonomi nilai bijak efektif lesu salur,negative
@profesor_saham NJIR purbaya ini makin lama makin susah untuk TIDAK mendukung dia. Sejauh ini kebijakan dia bisa dikatakan normal yang harusnya memang begini dalam kenegaraan tapi indo terlalu banyak yang tidak waras pelayan masyarakatnya,@profesor_saham njir purbaya ini makin lama makin susah untuk tidak mendukung dia. sejauh ini kebijakan dia bisa dikatakan normal yang harusnya memang begini dalam kenegaraan tapi indo terlalu banyak yang tidak waras pelayan masyarakatnya,njir susah dukung bijak normal negara indo waras layan masyarakat,negative
@Metro_TV Pasti laporan nya yg baik2 doang. Panggil purbaya,@metro_tv pasti laporan nya yg baik2 doang. panggil purbaya,lapor nya doang panggil,negative
@lkittendus7 WKWKWKWK 16.9 udh as per approval si purbaya belum yak. gws bgt.,@lkittendus7 wkwkwkwk 16.9 udh as per approval si purbaya belum yak. gws bgt.,wkwkwkwk as approval si yak gws banget,negative
BREAKING NEWS Sekarang resmi kursi wamenkeu KOSONG setelah sebelumnya Anggito Abimanyu diangkat menjadi ketua LPS Lord Purbaya memberi usul agar kursi wamenkeu still kosong dan lord purbaya yang mengambil semua tugas wamenkeu,breaking news sekarang resmi kursi wamenkeu kosong setelah sebelumnya anggito abimanyu diangkat menjadi ketua lps lord purbaya memberi usul agar kursi wamenkeu still kosong dan lord purbaya yang mengambil semua tugas wamenkeu,breaking news resmi kursi wamenkeu kosong anggito abimanyu angkat ketua lps lord usul kursi wamenkeu still kosong lord ambil tugas wamenkeu,negative
@MurtadhoRoy Tujuan Purbaya kan ini 200 dikucurkan ke bank Himbara biar kredit jalan. Padahal karena pemerintah ragu memberi langsung ke kopdes kalau lewat Himbara pemerintah bisa punya dalih,@murtadhoroy tujuan purbaya kan ini 200 dikucurkan ke bank himbara biar kredit jalan. padahal karena pemerintah ragu memberi langsung ke kopdes kalau lewat himbara pemerintah bisa punya dalih,tuju kucur bank himbara kredit jalan perintah ragu langsung kopdes himbara perintah dalih,negative
@svtnntr Gtw tp kl Purbaya menkeu baru Owy tau ,@svtnntr gtw tp kl purbaya menkeu baru owy tau ,gtw owy tau,negative
Ditanya Bisnis Media Menkeu Purbaya: Memang Kenapa Kurang Income-nya? https://t.co/8ICHogkhis #menkeu #PurbayaYudhiSadewa #trijayafm,ditanya bisnis media menkeu purbaya: memang kenapa kurang income-nya? https://t.co/8ichogkhis #menkeu #purbayayudhisadewa #trijayafm,bisnis media income nya purbayayudhisadewa trijayafm,negative
Menkeu Purbaya Tiba-Tiba Sidak Kantor Pusat BNI Ada Apa? https://t.co/Hje3X8ACGY,menkeu purbaya tiba-tiba sidak kantor pusat bni ada apa? https://t.co/hje3x8acgy,sidak kantor pusat bni,negative
Wah! Purbaya Tiba-tiba Sidak Kantor BNI Senin Hera #GenieMakeAWish #NuNewKoreaPressCon https://t.co/2Eg7QGlfv8,wah! purbaya tiba-tiba sidak kantor bni senin hera #geniemakeawish #nunewkoreapresscon https://t.co/2eg7qglfv8,sidak kantor bni senin hera geniemakeawish nunewkoreapresscon,negative
Euphoria Purbaya,euphoria purbaya,euphoria,negative
@InvestorID Menkeu Purbaya nga berani lawan antek asing di balik kenaikan harga rokok ? Antek ini kelasannya global ,@investorid menkeu purbaya nga berani lawan antek asing di balik kenaikan harga rokok ? antek ini kelasannya global ,nga berani lawan antek asing naik harga rokok antek kelas global,negative
iseng lanjut bisa sampe step 7 tapi iki muter ket isuk knopo cc pak purbaya sri mulyani prabowo bahlil erik tohir https://t.co/St3LOrXOhg,iseng lanjut bisa sampe step 7 tapi iki muter ket isuk knopo cc pak purbaya sri mulyani prabowo bahlil erik tohir https://t.co/st3lorxohg,iseng sampe step iki muter ket isuk knopo cc sri mulyani prabowo bahlil erik tohir,negative
@KangManto123 Purbaya ini spt Firaun ya kang mantho. Jahat bingitz,@kangmanto123 purbaya ini spt firaun ya kang mantho. jahat bingitz,spt firaun kang mantho jahat bingitz,negative
@BosPurwa Kata umar juoro mantan menkeu era gusdur .. gub dki pramono dan menkeu skrg purbaya ini juniornya saat di ITB UJ mentor mrk b2 .. dan mentor gw saat itu bang Rizal Ramli .. Jujur gw ketawa dgrnya kebayang purbaya bs dikeramasin tiap hari sm RR kl blio msh hidup,@bospurwa kata umar juoro mantan menkeu era gusdur .. gub dki pramono dan menkeu skrg purbaya ini juniornya saat di itb uj mentor mrk b2 .. dan mentor gw saat itu bang rizal ramli .. jujur gw ketawa dgrnya kebayang purbaya bs dikeramasin tiap hari sm rr kl blio msh hidup,umar juoro bekas pacar era gusdur gub dki pramono junior itb uj mentor b mentor abang rizal ramli jujur ketawa dgrnya bayang bs dikeramasin rr blio msh hidup,negative
@is_pelssy Purbaya ini perpaduan teknokrat dan birokrat. Ditunggu aksi nyatanya.,@is_pelssy purbaya ini perpaduan teknokrat dan birokrat. ditunggu aksi nyatanya.,padu teknokrat birokrat tunggu aksi,negative
14. HANYA LG PACARAN LEBIH BANYAK MAEN PERASAAN ! TAPI KALO LOO MMG PERS TANTE HOST AYU @mnctrijaya @Anang_trijaya LO HARUS SETIA SAMA DATA/FAKTA/ANALISA DLL! BUKAN MODAL NYAMBUNG2IN MISAL SPT TADI TERKAIT STATEMENT PAK PURBAYA @KemenkeuRI YG JADI PATOKAN! | @officialinews_,14. hanya lg pacaran lebih banyak maen perasaan ! tapi kalo loo mmg pers tante host ayu @mnctrijaya @anang_trijaya lo harus setia sama data/fakta/analisa dll! bukan modal nyambung2in misal spt tadi terkait statement pak purbaya @kemenkeuri yg jadi patokan! | @officialinews_,lg pacar maen asa loo mmg pers tante host ayu setia data fakta analisa modal nyambung in spt kait statement patok,negative
@bilalhanzhalah @ZonaBulutangkis @KEMENPORA_RI Ga nyambung ndul negara masih punya banyak duit itu yg dipindah² ama Purbaya apa..,@bilalhanzhalah @zonabulutangkis @kemenpora_ri ga nyambung ndul negara masih punya banyak duit itu yg dipindah² ama purbaya apa..,nyambung ndul negara duit pindah,negative
BAJINGAN BER PESTA PORA ... TAMBAH ANGGARAN TERUS SAMPAI MENCRET SI BOTAK BANGSAT TAMBAH GIZI NYA... Respons Purbaya soal BGN Minta Tambah Anggaran MBG Rp28 T https://t.co/pgFsvxPIi2,bajingan ber pesta pora ... tambah anggaran terus sampai mencret si botak bangsat tambah gizi nya... respons purbaya soal bgn minta tambah anggaran mbg rp28 t https://t.co/pgfsvxpii2,bajing ber pesta pora anggar mencret si botak bangsat gizi nya respons bgn anggar mbg rupiah triliun,negative
@PusRinii @MurtadhaOne1 Hehe biasa aja gausah ngegas ler. Gw kirain 50T pengemplang pajak yg purbaya omongin. Wkwkwk,@pusrinii @murtadhaone1 hehe biasa aja gausah ngegas ler. gw kirain 50t pengemplang pajak yg purbaya omongin. wkwkwk,aja gausah ngegas ler kirain triliun kemplang pajak omongin,negative
*The Devil is in The Detail: Daya Ungkit Rp 200 Triliun dari Purbaya Yudhi Sadewa* Oleh: Andre Vincent Wenas https://t.co/M0UkFRdIcG,*the devil is in the detail: daya ungkit rp 200 triliun dari purbaya yudhi sadewa* oleh: andre vincent wenas https://t.co/m0ukfrdicg,the devil is in the detail daya ungkit rupiah triliun yudhi sadewa andre vincent wenas,negative
10. hOST AYU @mnctrijaya LO GAK BIASA SIARAN ASAL COMOT &amp; SAMBUNG NYAMBUNGIN!! SEENAKNYA LOO STATEMENT MENTERI PURBAYA @KemenkeuRI JADI ALAT NEMPEL2? MENDING BENAR! SIARAN YG BENER LO TANTE HOST ! JANGAN MODAL TRIAL ERORR!!!!!! | @officialinews_ PIMRED @gaibfiles @SINDOnews https://t.co/qKF8BMbNXL,10. host ayu @mnctrijaya lo gak biasa siaran asal comot &amp; sambung nyambungin!! seenaknya loo statement menteri purbaya @kemenkeuri jadi alat nempel2? mending benar! siaran yg bener lo tante host ! jangan modal trial erorr!!!!!! | @officialinews_ pimred @gaibfiles @sindonews https://t.co/qkf8bmbnxl,host ayu siar comot amp sambung nyambungin loo statement menteri alat nempel mending siar tante host modal trial erorr pimred,negative
purbaya : pura pura bahagiya,purbaya : pura pura bahagiya,pura pura bahagiya,negative
anjaaay ada imajinasi orang pengen liat pak purbaya lagi mandi https://t.co/tL4sae1gdz,anjaaay ada imajinasi orang pengen liat pak purbaya lagi mandi https://t.co/tl4sae1gdz,imajinasi orang ken liat mandi,negative
@AnKiiim_ Waham kabeh Dokteeeeeerrr ini ada pasiennya kabuurr ---&gt; Purbaya,@ankiiim_ waham kabeh dokteeeeeerrr ini ada pasiennya kabuurr ---&gt; purbaya,waham kabeh dokter pasien kabuurr gt,negative
Keren semoga bukan omon² nantinya ya pak.. Insyaallah kerja bapak berhasil ditunggu aksi²nya Purbaya : pajak tinggi beresiko mematikan ekonomi https://t.co/bHbLKgrLAo,keren semoga bukan omon² nantinya ya pak.. insyaallah kerja bapak berhasil ditunggu aksi²nya purbaya : pajak tinggi beresiko mematikan ekonomi https://t.co/bhblkgrlao,keren moga omon insyaallah kerja hasil tunggu aksi nya pajak resiko mati ekonomi,negative
Heboh! Anak Menkeu Purbaya Sadewa Pamer Gepokan Dolar AS dan Hasil Trading Miliaran di TikTok! https://t.co/NDU4go6vjO,heboh! anak menkeu purbaya sadewa pamer gepokan dolar as dan hasil trading miliaran di tiktok! https://t.co/ndu4go6vjo,heboh anak sadewa pamer gepok dolar as hasil trading miliar tiktok,negative
Ngebuzzer Purbaya dulu yak :) https://t.co/Za6mLNOeyW,ngebuzzer purbaya dulu yak :) https://t.co/za6mlnoeyw,ngebuzzer yak,negative
